Name,TakesOnlineOrders,hastablebooking,Ratings,Votes,Rest_Type,Cuisines,Cost,Type,City,Ratings_null,target
Udupi Delux,0,0,2.6,140,13,1737,400.0,4,19,0,0
Refresh,1,1,3.2,503,3,2293,500.0,4,8,0,0
Darbar,0,0,3.0,98,76,999,800.0,4,16,0,0
Homely Curries  Pickles,1,0,3.4,50,74,2064,300.0,2,29,0,0
The Bong,0,0,3.1,38,74,1982,300.0,2,5,0,0
Fahad Hotel,0,0,3.3,4,74,287,200.0,4,0,0,0
VRS Food Zone,1,0,3.3,5,74,2575,100.0,4,3,0,0
Amantrana,0,0,3.2,15,13,1344,800.0,4,11,0,0
Cooking Mom,1,0,2.9,187,13,922,800.0,4,14,0,0
Kanti Sweets,1,0,3.9,51,90,847,400.0,2,15,0,1
Lakeview Milkbar,0,0,2.9,544,32,356,600.0,1,10,0,0
KFC,1,0,3.8,505,74,2232,450.0,4,1,0,1
Ramji Chaiwale,1,0,3.6,20,74,2010,250.0,2,0,0,0
Masale Daan,1,0,3.3,5,27,917,350.0,2,12,0,0
Mango Tree The Beer Garden,1,1,4.1,1322,13,1043,1200.0,2,24,0,1
Soul Treat,1,0,4.3,269,0,1921,750.0,3,17,0,1
Zeeshan,1,0,3.1,320,13,1288,600.0,2,4,0,0
Bistro Claytopia,1,1,4.1,1855,3,2272,600.0,2,2,0,1
Yumjar,1,0,3.7,0,74,299,300.0,4,7,1,0
Hotel Amulya,0,0,3.7,0,13,998,500.0,4,12,1,0
Veruthe Oru Thattukada,1,0,3.7,27,74,738,400.0,2,2,0,0
Absolute Waffles,1,0,3.9,49,29,242,200.0,2,9,0,1
TeamDelish,0,0,3.4,9,27,489,300.0,2,21,0,0
Whitefield Baking Company  Bengaluru Marriott Hotel,0,0,3.9,57,4,1835,400.0,1,19,0,1
Chungs Chinese Corner,1,0,3.9,221,13,2521,700.0,2,16,0,1
Taco Bell,1,0,3.7,168,74,823,600.0,2,24,0,0
China Down Town,1,0,3.5,5,13,2521,800.0,2,0,0,0
Vinaya Coffee Moments,1,0,3.8,46,3,2221,450.0,2,24,0,1
Waffle Talesz,1,0,3.6,18,29,218,200.0,3,17,0,0
BelgYum,1,0,4.0,68,29,218,400.0,2,0,0,1
Sankalp Reddy Restaurant,1,0,3.9,33,74,1630,300.0,4,21,0,1
Cake Art,0,0,3.5,15,52,1780,400.0,3,16,0,0
G Resto Cafe,0,0,3.3,4,3,2402,400.0,1,3,0,0
Regal Cafe,0,0,3.7,0,77,1840,200.0,4,3,1,0
Levitate Brewery and Kitchen,0,1,3.7,0,63,467,1500.0,5,4,1,0
Coffee Tea  More,1,0,4.0,64,74,2046,150.0,2,2,0,1
Give Me 5 Cafe,0,0,3.4,90,3,2331,500.0,2,23,0,0
California Burrito,0,0,4.2,124,44,826,400.0,2,7,0,1
Johnny Fox,0,0,3.9,70,76,999,1500.0,2,2,0,1
Sizzlingo,0,0,3.7,0,74,917,600.0,2,2,1,0
Jashn,1,0,3.7,132,13,917,750.0,4,8,0,0
Bismillah Ambur Biryani,0,0,3.1,7,74,2063,150.0,2,6,0,0
Swad Punjab Da,1,0,4.1,130,74,917,150.0,2,28,0,1
Roundup Cafe,1,1,4.2,496,3,2340,800.0,3,29,0,1
Neffys  Cakes  More,0,0,3.5,24,0,1780,300.0,2,10,0,0
Mighty Paws,1,0,4.0,136,3,2257,500.0,2,17,0,1
7 Hills Garden Restaurant,1,0,3.7,0,74,1290,400.0,2,1,1,0
The Good Bowl,1,0,3.6,10,92,618,500.0,2,18,0,0
Ammis Biryani,1,0,2.7,171,13,2151,500.0,2,26,0,0
Crawl Street,1,1,4.3,2577,76,101,1200.0,5,2,0,1
Khushbu Biryani Centre,0,0,3.7,0,74,2127,200.0,4,27,1,0
Tango,0,0,3.8,51,74,287,200.0,4,11,0,1
Bar UNO  JW Marriott Bengaluru,0,0,3.9,72,53,1800,2500.0,4,20,0,1
Szechuan Dragon,1,0,4.2,1647,13,2710,600.0,2,1,0,1
Smoke de Burger,1,0,3.6,36,74,287,300.0,2,2,0,0
Ooty Chocolates,1,0,4.1,157,29,218,300.0,2,2,0,1
Cafe 221B,1,1,3.7,49,3,2293,300.0,1,2,0,0
Hatti Punjab Di,0,0,3.7,0,13,999,600.0,2,25,1,0
AAlvina Restaurant,0,0,3.7,0,74,1364,400.0,4,13,1,0
Rayalaseema Spices,1,0,3.5,35,13,102,550.0,4,8,0,0
Adithya Family Restaurant,0,0,3.7,27,74,1628,250.0,4,3,0,0
Roti Land,0,0,3.7,0,74,917,200.0,4,1,1,0
Jalsa,1,1,4.1,775,13,1290,800.0,4,1,0,1
Andhra  Chettinad Cuisine,0,0,3.7,0,74,1630,500.0,4,14,1,0
Punjabi Chulha,1,0,3.8,38,13,917,500.0,4,3,0,1
UP Style North Indian Food,1,0,3.6,47,92,917,100.0,2,3,0,0
Fahad Kabab Centre,0,0,3.7,0,74,679,150.0,4,20,1,0
Hotel Sri Kumar Bhavan,0,0,3.7,0,74,1628,200.0,4,3,1,0
Skoolroom,1,0,4.3,569,3,2362,700.0,4,20,0,1
X Cafe,0,0,3.7,0,3,2,400.0,4,13,1,0
Mikusu  Conrad Bengaluru,0,1,4.1,80,39,642,3000.0,4,18,0,1
Pizza Bakers,1,0,3.3,17,74,1472,450.0,2,27,0,0
Andhra Ruchies,0,0,3.7,0,74,2247,400.0,2,7,1,0
Maxpresso,0,0,4.1,324,3,2271,700.0,2,29,0,1
RK Caterers,0,0,3.7,0,74,917,350.0,4,20,1,0
Karavali Grand,1,0,3.7,27,13,797,600.0,2,2,0,0
Sri Banasankri Donne Biriyani,0,0,3.4,6,74,2063,400.0,4,27,0,0
Hot Burg,0,0,3.5,14,74,375,300.0,2,25,0,0
Kabab Magic,1,0,3.0,459,13,1252,500.0,4,8,0,0
Shahi Biryani,0,0,3.7,0,74,2127,200.0,4,23,1,0
Balle Balle Dhaba,1,0,3.6,195,74,999,500.0,4,26,0,0
Prashanth Grand,0,0,2.9,14,74,1737,300.0,4,7,0,0
Calicut Durbar,1,0,3.8,58,74,746,500.0,4,28,0,1
Ambur Hot Dum Biriyani,0,0,3.2,5,74,2063,200.0,4,23,0,0
Sukh Sagar,1,0,2.7,182,13,1368,450.0,4,26,0,0
Raidan Restaurant,0,0,3.9,169,13,391,600.0,4,20,0,1
Village Palace,1,0,3.0,46,74,1006,250.0,2,21,0,0
Ruh,1,1,4.1,3020,13,1309,1000.0,0,17,0,1
Cafe Coffee Day The Square,0,0,4.1,388,3,2257,1100.0,1,20,0,1
Sri Banashankari Biryani Kabab Centre,0,0,3.7,0,74,2109,100.0,2,4,1,0
Tandoori Taal,1,1,4.3,1799,13,2151,900.0,4,10,0,1
CakeZone,0,0,4.1,338,0,1902,500.0,3,25,0,1
DRas Delicacy,0,0,3.7,0,27,2537,400.0,2,29,1,0
Namakh Store And Cafe,1,0,3.7,18,3,2332,400.0,2,9,0,0
The Elaichi Restaurant,1,0,3.6,399,13,939,700.0,4,21,0,0
The Grill House,1,1,4.0,178,13,2059,1000.0,2,26,0,1
Mini Adigas,0,0,2.8,27,74,1756,250.0,2,0,0,0
Flavors Restaurant,0,0,2.9,16,13,999,700.0,4,15,0,0
Authentic Aandhra,1,0,3.7,0,27,2647,300.0,2,24,1,0
Crack That,0,0,3.3,6,49,13,500.0,2,17,0,0
Tongue Twisters,1,0,3.5,283,74,1986,350.0,2,3,0,0
The Little Kitchen,0,0,3.8,27,74,2608,300.0,2,24,0,1
Cream and Bakes,0,0,3.3,7,29,218,100.0,3,11,0,0
Aqua  The Park Bangalore,0,1,4.0,195,54,1271,3000.0,6,20,0,1
Maggie Point,0,0,3.7,0,27,999,300.0,2,15,1,0
Over The Top Terrace Lounge,0,1,3.9,1389,53,146,1400.0,4,28,0,1
Chawlas 2 Onlinecom,1,0,3.7,0,27,917,800.0,2,19,1,0
Pashto,0,0,4.1,787,13,1279,800.0,4,5,0,1
The Hyderabad Chefs,1,0,2.8,63,92,1228,600.0,2,15,0,0
Luscious  St Marks Hotel,0,0,3.7,11,53,1160,1200.0,4,6,0,0
Bangalir Rannaghar,0,0,2.9,58,74,1983,250.0,2,4,0,0
2443  The Oterra,0,1,4.1,268,39,938,3000.0,0,21,0,1
Udupi Food Junction,1,0,3.5,9,74,1730,250.0,2,21,0,0
Taste The Flame,0,0,3.7,0,74,791,400.0,4,26,1,0
1947,0,1,4.1,2309,13,999,950.0,0,25,0,1
East Delicious,1,0,4.0,497,13,2704,600.0,4,19,0,1
Aman Chaats And Fast Food Corner,1,0,3.7,0,74,999,150.0,4,4,1,0
Armani Kabab Centre,0,0,3.7,0,74,1199,300.0,2,29,1,0
Hotel Parampare,1,0,2.9,13,13,1285,600.0,4,29,0,0
Kamat Yatrinivas,0,0,3.0,241,74,1364,500.0,4,15,0,0
Shilpa Vegetarian Restaurant,0,0,3.7,0,74,1737,350.0,2,5,1,0
Biryani Pot,1,0,3.8,1073,13,2063,500.0,2,25,0,1
The Belgian Waffle Co,1,0,4.1,130,29,226,350.0,2,14,0,1
Al Baith,0,0,3.7,0,74,999,300.0,2,29,1,0
Bawarchi Inn,1,0,3.1,140,13,964,600.0,4,0,0,0
Konark Vegetarian Restaurant,0,0,4.1,1007,13,1056,500.0,4,20,0,1
BOX8 Desi Meals,1,0,4.2,460,92,1303,500.0,2,12,0,1
Chivis Meilleurs Boulangers,1,0,3.4,12,74,1638,300.0,3,21,0,0
Kaafi Desi,1,0,4.1,515,74,1432,150.0,4,19,0,1
Desi Curry,0,0,3.7,0,27,917,450.0,2,12,1,0
Zawaa Foods,1,0,3.5,42,74,206,400.0,4,10,0,0
Ghar Ka Swaad,0,0,3.7,0,27,917,300.0,2,8,1,0
Big Mishra Pedha,1,0,2.9,23,86,832,250.0,2,25,0,0
Gowri Gajanand Sweets,1,0,4.0,67,86,847,300.0,3,8,0,1
Hyderabad Biryaani Palace,1,0,3.0,66,74,1027,600.0,2,9,0,0
Village Kitchen,1,0,3.7,0,74,1717,250.0,4,12,1,0
Halli Mane,1,0,3.2,5,74,1628,300.0,2,13,0,0
Kavali,0,0,4.0,42,74,1789,300.0,4,1,0,1
SL Vadapav,1,0,4.0,80,74,772,100.0,2,25,0,1
Tattva Cafe,0,0,2.8,227,3,2257,450.0,4,2,0,0
Bameys Restro Cafe,1,0,4.2,533,13,2690,600.0,2,28,0,1
Marahaba,1,0,3.0,7,74,624,400.0,2,2,0,0
The Sweet Spot,0,0,4.0,157,29,218,300.0,2,29,0,1
Rajsi Rasoi,1,0,3.7,0,92,999,600.0,4,12,1,0
Prawn Crunch,1,0,3.3,8,74,421,400.0,2,3,0,0
Punjabi Unplugged,1,0,3.7,0,74,917,500.0,2,12,1,0
Owls Kitchen,0,0,3.7,0,74,999,500.0,2,29,1,0
Habitts,1,0,3.7,61,74,320,350.0,2,29,0,0
Shawarma Time,1,0,3.7,80,74,236,300.0,2,20,0,0
Desi Jalpaan,0,0,3.7,0,74,1849,150.0,2,4,1,0
Swathi Deluxe,1,1,3.9,218,13,1339,750.0,2,17,0,1
The Sofraah Kebabs  Kurries  Eden Park Restaurants,0,1,3.8,176,13,918,1350.0,0,24,0,1
Coastal Express,1,0,3.4,37,74,1039,500.0,2,11,0,0
Eatery Have U Been,1,0,3.4,35,11,2324,500.0,2,0,0,0
Rampyari Chaiwala Netaji Bhajiawala,1,0,3.1,25,74,1862,150.0,4,17,0,0
YumYumSouth,1,0,3.7,0,27,1628,600.0,2,24,1,0
Happy Belly Bakes,1,0,4.2,116,5,2282,500.0,4,20,0,1
Sweet Truth,1,0,3.7,21,27,1902,500.0,3,22,0,0
Shawns Bakehouse,0,0,3.7,0,0,1780,100.0,2,10,1,0
Marwa Restaurant,1,1,3.5,552,13,1062,600.0,2,29,0,0
Paratha Plaza,1,0,3.8,171,74,917,250.0,2,24,0,1
Kolkata Famous Kati Roll,0,0,3.7,0,51,1512,150.0,2,22,1,0
Samosa Singh,1,0,3.7,0,74,1274,250.0,4,12,1,0
Kettle  Kegs,1,0,3.2,4,27,1871,200.0,2,19,0,0
The Pavillion,0,0,2.7,43,13,1192,1000.0,0,24,0,0
Wats Ur Scoop,1,0,4.0,56,29,246,300.0,2,23,0,1
Sri Sai Rams,0,0,4.2,61,74,1811,200.0,4,7,0,1
Punjabi by Nature 20,1,1,4.2,3227,19,917,1600.0,2,16,0,1
Behrouz Biryani,1,0,3.9,230,27,2063,650.0,2,16,0,1
Casa De Goa,1,1,4.2,341,20,483,1400.0,2,27,0,1
Kabab Magic,1,0,4.0,964,74,1252,500.0,2,29,0,1
Mahesh Friends Food Center,1,0,2.9,132,74,2622,300.0,2,25,0,0
Vitamin Palace,0,0,4.1,172,3,2300,650.0,4,0,0,1
The Yellow TukTuk Cafe,1,0,3.6,16,3,2340,500.0,2,3,0,0
Naati Manae,1,1,3.9,485,13,1371,700.0,4,29,0,1
Firangi Bake,1,0,3.9,58,27,827,600.0,2,20,0,1
Ebony,1,1,4.3,3150,13,1344,1500.0,0,5,0,1
Kerala Tiffin,0,0,3.7,0,92,1628,400.0,2,17,1,0
Priya Bakery,0,0,3.7,0,74,1802,150.0,3,5,1,0
Egg Star,1,0,3.6,19,27,526,300.0,2,0,0,0
Surabhi Restaurant,0,0,3.7,0,13,1743,400.0,2,29,1,0
Malabar Mint,0,0,3.4,39,13,718,700.0,4,29,0,0
Grill 99  The RitzCarlton,0,0,3.5,12,39,1810,4000.0,4,20,0,0
Pabrais Fresh  Naturelle Icecreams,1,0,4.3,324,29,555,180.0,2,28,0,1
Stop N Joy,0,0,3.7,0,74,1815,150.0,2,0,1,0
Davanagere Benne Dose Hut,1,0,3.4,10,74,1628,100.0,2,25,0,0
Dawat,1,0,3.5,57,74,999,400.0,2,19,0,0
Delish Multi Cuisine Andhra Style Restaurant,0,0,3.7,0,13,2547,600.0,4,14,1,0
Spicy Grill,0,0,3.7,0,92,2575,350.0,2,4,1,0
Sri Udupi Food Hub,1,1,4.1,175,13,1739,500.0,2,1,0,1
House Of Candy,1,0,3.7,0,26,218,200.0,2,27,1,0
Pinxx  Royal Orchid Central,1,1,3.8,200,13,600,1600.0,0,13,0,1
Amber Rush Restobar,0,1,4.1,101,69,68,1000.0,2,5,0,1
Masale Daan,0,0,3.7,0,92,917,350.0,2,11,1,0
Banjara Melting Pot,1,1,4.2,475,13,1126,1700.0,4,22,0,1
Indian Chicken Biryani Point,1,0,3.3,9,74,2196,300.0,4,2,0,0
Fabelle Chocolate Boutique  ITC Gardenia,0,0,4.5,232,29,248,1250.0,3,18,0,1
Flavours  Octave Hotel  Spa,0,0,3.0,197,13,999,700.0,0,17,0,0
A Hole Lotta Love Cafe,1,0,4.3,2871,3,2263,600.0,4,28,0,1
Fine Day,0,0,3.1,5,74,2069,500.0,4,14,0,0
Maruthi Bar  Restaurant,0,0,3.7,0,13,2685,800.0,4,4,1,0
Laughing Llama Gastropub,1,1,4.3,393,12,456,1600.0,2,18,0,1
Nisarga Restaurant,1,0,3.4,6,74,999,300.0,2,15,0,0
3Gs  Gulp  Groove,1,1,4.1,664,12,449,1100.0,5,11,0,1
MISU,1,1,4.5,1238,14,1313,1700.0,4,5,0,1
Hunger Meals,0,0,3.8,31,27,1736,400.0,2,2,0,1
Canopy,0,0,3.0,108,13,1168,800.0,2,5,0,0
Aone Dum Biryani,0,0,3.7,0,74,2063,250.0,4,11,1,0
Abhiruchi Hotel,1,0,3.3,455,13,2358,550.0,0,4,0,0
Kanteen 038,1,0,3.9,54,74,1872,200.0,2,10,0,1
Cafe Conico,0,0,3.7,0,3,2293,600.0,4,24,1,0
Matteo Coffea,0,0,4.4,2652,3,2257,600.0,4,6,0,1
Cake Town Cafe,1,0,3.9,75,16,1902,500.0,3,17,0,1
Dosa Time,1,0,3.8,111,91,1628,200.0,2,14,0,1
Panchavati Gaurav Thali,0,1,4.0,930,13,1505,800.0,0,13,0,1
Homemade Delite,0,0,3.6,21,91,1902,200.0,3,12,0,0
Rajans Cafe,1,0,2.8,79,74,1061,300.0,2,2,0,0
Canopy,0,0,3.0,108,13,1168,800.0,0,5,0,0
Piata,0,0,3.7,19,0,1780,400.0,3,17,0,0
Kenz Karam,1,0,3.5,10,92,226,300.0,2,18,0,0
Loca Moca  The Indian Grub,0,0,3.4,4,47,963,600.0,4,25,0,0
Namma Biryani,1,0,3.6,24,74,2098,250.0,2,1,0,0
Tempteys,1,0,3.7,39,78,1996,500.0,2,17,0,0
Burger Mania,1,0,3.7,0,74,2252,400.0,4,12,1,0
BabaYagas,0,1,4.0,244,12,1970,1500.0,6,10,0,1
Punjabi Food Point,1,0,3.3,200,74,1286,450.0,2,17,0,0
Paradise Premium,1,0,3.1,119,13,2067,700.0,2,1,0,0
Utse Kitchen,1,0,4.2,174,13,911,800.0,4,20,0,1
Sweet Moments Express,1,0,3.7,18,90,847,200.0,3,26,0,0
Basmatis Briyani Nation,1,0,3.7,0,92,2109,350.0,2,28,1,0
New Select Hotel,0,0,3.7,0,74,1628,150.0,4,25,1,0
Foreign Caf,1,0,3.6,43,27,13,500.0,2,19,0,0
Sai Super Sandwich,1,0,3.7,0,74,1561,200.0,2,6,1,0
Thai House,1,0,4.2,127,13,1880,700.0,4,18,0,1
Swad E Punjab,1,0,3.6,216,13,1100,500.0,4,21,0,0
Malabar Kitchen,1,0,3.7,0,74,1061,300.0,4,2,1,0
Bangalore Donne Biriyani,1,0,3.2,4,74,1640,300.0,2,1,0,0
Karama Restaurant,1,1,4.4,2867,13,757,750.0,2,22,0,1
Siridhanya Upahara Darshini,1,0,3.4,5,13,1628,400.0,2,22,0,0
Cilantro,1,1,4.0,281,14,267,1500.0,0,2,0,1
Nagarjuna,0,0,4.3,1773,13,2247,800.0,4,18,0,1
The Bawarchi,1,0,2.6,329,13,545,700.0,4,19,0,0
Odia Oota  A Class Of Its Own Flavors,0,0,3.7,0,92,1989,300.0,2,15,1,0
Ministry of Burger,1,0,3.7,0,27,13,500.0,2,21,1,0
ONE IN A MELON,1,0,4.1,414,89,662,300.0,2,2,0,1
Masale Daan,1,0,3.1,4,27,917,350.0,2,16,0,0
Shilpa Vegetarian Restaurant,0,0,3.7,0,74,1737,350.0,2,6,1,0
Durbar Greens Family Restaurant,1,0,3.6,10,13,1132,700.0,2,3,0,0
Thiruvithamkoor Restaurant,1,0,3.3,296,74,734,400.0,4,14,0,0
Hatti Kaapi,1,0,3.8,30,74,1639,200.0,4,20,0,1
The North and South Restaurant,1,0,3.2,21,92,1132,400.0,2,15,0,0
Sotangs,0,0,3.3,9,74,999,250.0,4,26,0,0
World In A Bowl,1,0,3.7,0,27,170,600.0,2,4,1,0
WataBiryani,0,0,3.7,0,27,2063,500.0,2,24,1,0
Choice Bakery,0,0,3.7,0,52,1927,200.0,3,25,1,0
S R Andhra Mess,0,0,3.3,16,59,2225,200.0,2,21,0,0
Traffic,0,0,3.7,0,92,1996,100.0,2,29,1,0
Taco Bell,1,0,4.1,1964,74,823,600.0,4,3,0,1
Saatvikk,0,0,2.8,132,13,1398,650.0,4,5,0,0
Magic Meals,1,0,3.7,47,80,355,400.0,3,16,0,0
Tasty Jigarthanda,1,0,3.4,11,56,2022,150.0,2,2,0,0
Kabab Souq,1,0,3.8,315,74,1009,400.0,2,10,0,1
Bihar Ki Shan,1,0,3.8,347,74,917,300.0,2,12,0,1
Burger Lounge,1,0,3.6,75,74,2233,600.0,4,29,0,0
Caperberry,0,1,4.6,1438,39,1803,2200.0,4,6,0,1
Portland Steakhouse  Cafe,1,1,4.3,2040,13,1809,1500.0,2,22,0,1
Johnys Kitchen,1,0,4.1,59,74,1344,300.0,2,23,0,1
Wazirs,1,0,3.3,262,13,999,500.0,2,13,0,0
Donne Biryani,0,0,3.2,10,74,2063,200.0,4,18,0,0
Gunturs Vandanam Food Zone,0,0,3.7,0,74,2469,600.0,4,0,1,0
Chocolate Philosophy,0,0,3.7,0,29,218,500.0,2,6,1,0
Vaathsalya Millet Cafe,1,1,4.1,294,13,528,500.0,2,24,0,1
Sweet Chariot,1,0,4.0,188,16,1927,500.0,3,3,0,1
Punjabi Chulla,1,0,3.2,9,27,917,300.0,2,17,0,0
Calorie Express,1,0,3.6,192,27,489,450.0,2,24,0,0
Zeeshan,1,0,2.6,156,13,1250,700.0,4,14,0,0
The Maori  Aurick Boutique Hotel,0,0,3.5,44,13,2622,1000.0,4,24,0,0
Biryani Spot,1,0,3.5,9,74,1640,300.0,2,25,0,0
Davanagere Benne Dosa,0,0,3.7,0,74,1628,150.0,2,25,1,0
Grazers,1,1,3.9,291,3,2307,650.0,4,16,0,1
The Restaurant,0,1,3.7,32,13,59,1200.0,4,8,0,0
New Shanthi Sagar,0,0,2.7,39,13,1739,550.0,4,7,0,0
Grand Hotel,1,0,3.6,57,74,534,500.0,4,8,0,0
Pecos Classic,0,1,4.1,558,72,437,1100.0,6,6,0,1
Shammahs,0,0,3.3,21,74,2622,300.0,2,27,0,0
Aarya Pork Hotel,0,0,3.4,12,74,1642,300.0,4,25,0,0
Sri Banashankari Biryani Kabab Centre,0,0,3.7,0,74,2109,100.0,4,0,1,0
Kinara Tiffany,0,0,3.6,16,74,1628,100.0,2,5,0,0
The Kebab House,1,0,4.2,51,74,678,250.0,4,14,0,1
Mamatha Restaurant,1,0,2.6,74,13,2124,700.0,4,12,0,0
Xpress Chai,1,0,3.7,32,56,1870,150.0,4,3,0,0
Cafe Imroze,1,0,3.6,96,7,2312,650.0,4,5,0,0
Bazaar Zone By The Park,0,1,3.8,52,13,207,1100.0,0,5,0,1
KittyKo,0,0,4.1,181,23,444,3000.0,5,7,0,1
Casa Piccosa,1,1,4.1,847,14,1627,1100.0,5,24,0,1
Fish Chain,1,0,4.1,52,92,1578,250.0,2,25,0,1
Udupi Park Inn,0,0,3.7,0,74,1737,150.0,2,4,1,0
Reyniks Flavours,0,0,3.7,0,74,917,150.0,2,21,1,0
Eden Huts Dhaba,0,0,3.6,33,13,2622,500.0,2,21,0,0
OG Variar  Sons,0,0,4.8,1156,0,1902,200.0,3,7,0,1
Smoke House Deli,1,1,4.6,5436,13,277,1600.0,2,2,0,1
The Bridge Walk Cafe,1,0,3.7,44,3,2331,500.0,2,27,0,0
Mr Beans  Home Cafe,1,1,4.2,2714,3,2359,1000.0,1,29,0,1
Rani Mess,0,0,3.7,0,91,1628,150.0,4,8,1,0
Gillys Restobar,0,1,4.5,2711,72,101,1200.0,4,7,0,1
Shaap,1,0,3.6,207,13,728,500.0,2,0,0,0
Pai Vihar,0,0,3.3,42,74,1794,400.0,4,5,0,0
Caf Down The Alley,1,0,4.1,402,3,2257,500.0,1,1,0,1
XOOX Brewmill,0,1,4.4,1533,63,859,2000.0,4,0,0,1
The Courtyard,0,1,3.9,300,3,2431,750.0,4,5,0,1
Lassi Cafe,1,0,3.4,16,56,2022,150.0,2,0,0,0
Pizza Joint Food Junction,1,0,3.1,8,74,401,350.0,2,23,0,0
The Chocolate Room,1,0,3.9,153,44,2389,400.0,2,4,0,1
Wangs Kitchen,0,0,2.5,22,13,2521,1000.0,4,13,0,0
Sapfresh,0,0,3.7,0,27,1996,150.0,2,10,1,0
ShanePunjabi Express,1,0,3.1,76,74,917,400.0,4,15,0,0
Sherlocks Pub,0,1,3.9,592,72,152,1300.0,6,29,0,1
Indori Chatorey,1,0,2.8,138,74,1432,300.0,4,0,0,0
Hotel Dil Coorg,1,0,3.7,80,74,1344,300.0,2,6,0,0
Bobs Bar,0,0,4.3,548,12,1703,1000.0,4,10,0,1
Cafe Club Kerala Restaurant,0,0,3.7,0,74,690,300.0,4,4,1,0
Warm Oven,1,0,3.8,26,0,1902,500.0,2,0,0,1
Arya Hungry,1,0,4.3,280,74,917,450.0,4,2,0,1
Taruni Foods,0,0,3.7,0,74,2247,300.0,2,24,1,0
Lalbagh Grand,1,0,3.0,22,74,1737,250.0,2,1,0,0
Cafe Potpourri,1,0,3.7,131,3,2495,400.0,1,4,0,0
Kanteen 038,1,0,3.9,51,74,1872,200.0,2,22,0,1
Indys Comfort Food,0,0,4.1,399,74,958,300.0,2,13,0,1
Belgian Waffle,0,0,3.7,0,29,218,250.0,3,6,1,0
Kalingas,1,0,3.9,173,74,1455,250.0,4,4,0,1
Chettayees,1,0,3.4,154,74,718,400.0,2,2,0,0
Ambur Hot Dum Biryani,0,0,3.3,8,74,2063,100.0,4,28,0,0
Behrouz Biryani,1,0,4.1,128,27,2063,650.0,2,20,0,1
Melt  Eden Park,1,1,4.0,347,13,1159,1000.0,0,24,0,1
Oyalo,1,0,3.2,8,74,1463,300.0,2,7,0,0
Biryani Junction,1,0,2.3,298,74,2156,450.0,4,0,0,0
Cafe Coffee Day The Lounge,1,0,3.6,76,3,2401,650.0,4,2,0,0
LayerBite,1,0,3.8,9,0,1913,450.0,2,4,0,1
The Night King,0,0,3.3,4,92,999,400.0,2,3,0,0
Gods Own Cafe,1,0,4.4,384,74,1721,300.0,2,29,0,1
Tiger Trail  Ramada Hotel,1,1,4.0,188,14,1262,1300.0,6,22,0,1
Srikrishna Bhavan,1,0,3.8,42,74,1737,300.0,2,1,0,1
Sri Vishnu Grand,1,0,3.8,135,13,1737,400.0,2,12,0,1
Ande Ka Funda,1,0,3.1,104,74,1215,250.0,4,19,0,0
Ruhs Cafe,1,0,4.1,463,3,2274,500.0,2,4,0,1
Tibbs Frankie,0,0,2.9,17,74,1858,200.0,4,15,0,0
Mr Parathewala,1,0,3.7,0,92,917,300.0,2,25,1,0
Pasta Twist,0,0,3.7,0,74,603,400.0,4,17,1,0
Chai Point,1,0,4.0,135,89,298,250.0,4,13,0,1
AL Afreens Biryani Paradise,0,0,3.7,0,74,971,200.0,4,26,1,0
Kuttanad Restaurant,1,0,3.9,247,74,717,400.0,2,27,0,1
Sarjapur Social,1,0,4.6,1324,12,2092,1500.0,6,14,0,1
KFs Biryanis and Kababs,1,0,3.4,17,74,2127,400.0,2,29,0,0
Juicy Cafe,0,0,3.7,0,74,651,250.0,2,0,1,0
Royal Biryani Kitchen,1,0,3.9,191,74,2173,600.0,4,28,0,1
Soul City,0,0,3.8,216,13,590,2000.0,4,6,0,1
The Paratha Studio,1,0,3.7,0,74,917,200.0,4,17,1,0
Silicon Spicy Bite  Sip,0,0,3.7,0,74,298,200.0,2,21,1,0
Chination,1,0,3.7,0,27,2521,600.0,2,19,1,0
Salt  Indian Restaurant Bar  Grill,1,1,4.4,677,13,1285,1500.0,2,0,0,1
AlBek,1,0,3.6,133,92,2155,300.0,2,12,0,0
Thayee Touch,0,0,3.6,30,13,1132,450.0,2,4,0,0
The Ants Cafe  Store,1,1,3.9,1387,3,2446,800.0,1,10,0,1
Priya Bakery,0,0,3.7,0,74,1802,150.0,3,13,1,0
Shree Krishna Sannidhi,1,0,3.4,78,74,999,450.0,2,24,0,0
SAATHVIK Cafe Chats,0,0,3.7,0,74,1432,250.0,4,25,1,0
Arya Bhavan Sweets,0,0,3.2,6,86,849,300.0,3,18,0,0
Faasos,1,0,3.8,140,74,981,500.0,4,26,0,1
Veganbreak24x7,1,0,2.8,5,92,1665,199.0,2,13,0,0
The Kitchen,1,0,3.7,28,92,999,250.0,2,21,0,0
Cafe Coffee Day,0,0,3.7,0,3,2401,900.0,3,6,1,0
Bakers 77,0,0,3.7,0,52,1927,400.0,3,5,1,0
Kesar Restaurant,1,0,3.6,48,74,1132,200.0,2,24,0,0
Sidra Eatery,1,0,3.9,29,74,1160,400.0,4,27,0,1
Pasta Street,1,1,4.5,1648,13,634,1300.0,4,13,0,1
BakeALuru,0,0,3.7,0,0,1902,500.0,3,9,1,0
Juicy  Spicy,1,0,3.1,4,77,1927,150.0,2,4,0,0
Stonelicious,1,0,4.1,284,29,246,300.0,3,19,0,1
